sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.1149;-0.6129;9.6917;0.0;-89.4;93.6;-79.3;44.77;3.62;-0.68;72.369;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1091833;2014-11-09 13:57:39:805
0.1149;-0.6129;9.6917;0.0;-89.4;93.8;-79.3;44.77;3.62;-0.68;69.509;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1092333;2014-11-09 13:57:40:305
0.1149;-0.6129;9.6917;0.0;-89.4;93.8;-79.1;44.77;3.62;-0.68;67.156;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1092835;2014-11-09 13:57:40:807
0.1149;-0.6129;9.6917;0.0;-89.6;93.8;-79.3;45.1;3.62;-0.68;67.033;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1093336;2014-11-09 13:57:41:308
0.1149;-0.6129;9.6534;0.0;-89.6;93.8;-79.3;45.1;3.62;-0.68;68.488;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1093836;2014-11-09 13:57:41:808
0.1149;-0.6129;9.6917;0.0;-89.6;93.8;-79.1;45.1;3.62;-0.68;69.157;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1094336;2014-11-09 13:57:42:308
0.1149;-0.6129;9.6917;0.0;-89.6;93.8;-79.1;45.1;3.62;-0.68;68.817;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1094836;2014-11-09 13:57:42:808
0.1149;-0.6129;9.6917;0.0;-89.6;93.8;-79.1;45.1;3.62;-0.68;71.265;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1095336;2014-11-09 13:57:43:308
0.1149;-0.6129;9.6917;0.0;-89.6;93.8;-78.9;45.1;3.62;-0.68;65.858;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1095836;2014-11-09 13:57:43:808
0.1149;-0.6129;9.6917;0.0;-89.6;93.8;-78.9;45.1;3.62;-0.68;71.288;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1096336;2014-11-09 13:57:44:308
0.1149;-0.6512;9.6917;0.0;-89.6;93.8;-79.1;45.1;3.62;-0.68;72.521;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1096836;2014-11-09 13:57:44:808
0.1149;-0.6129;9.6917;0.0;-89.6;93.8;-79.3;45.1;3.62;-0.68;74.014;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1097336;2014-11-09 13:57:45:308
0.1149;-0.6129;9.6917;0.0;-89.6;93.8;-79.3;45.1;3.62;-0.68;73.556;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1097836;2014-11-09 13:57:45:808
0.1149;-0.6129;9.6917;0.0;-89.6;93.8;-79.3;45.1;3.62;-0.68;76.568;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1098338;2014-11-09 13:57:46:310
0.1149;-0.6129;9.6917;0.0;-89.6;93.8;-79.3;45.1;3.62;-0.68;75.1;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1098839;2014-11-09 13:57:46:811
0.1149;-0.6129;9.6534;0.0;-89.6;93.8;-79.3;45.1;3.63;-0.68;75.778;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1099340;2014-11-09 13:57:47:312
0.1149;-0.6129;9.6917;0.0;-89.6;93.8;-79.1;45.1;3.62;-0.68;72.131;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1099840;2014-11-09 13:57:47:812
0.1149;-0.6129;9.6917;0.0;-89.6;93.8;-79.1;45.1;3.62;-0.68;75.704;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1100341;2014-11-09 13:57:48:313
0.1149;-0.6129;9.6917;0.0;-89.6;93.8;-79.1;45.1;3.62;-0.68;73.645;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1100841;2014-11-09 13:57:48:813
0.1149;-0.6129;9.6917;0.0;-89.6;93.8;-79.3;45.1;3.62;-0.68;73.123;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1101341;2014-11-09 13:57:49:313
0.1149;-0.6129;9.6534;0.0;-89.6;93.8;-79.3;45.1;3.63;-0.68;71.647;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1101841;2014-11-09 13:57:49:813
0.1149;-0.6129;9.6917;0.0;-89.6;93.6;-79.3;45.1;3.62;-0.68;71.893;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1102341;2014-11-09 13:57:50:313
0.1149;-0.6129;9.6917;0.0;-89.6;93.6;-79.3;45.1;3.62;-0.68;73.578;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1102841;2014-11-09 13:57:50:813
0.1149;-0.6129;9.6917;0.0;-89.6;93.6;-79.3;45.1;3.62;-0.68;62.908;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1103341;2014-11-09 13:57:51:313
0.1149;-0.6129;9.6917;0.0;-89.6;93.6;-79.1;45.1;3.63;-0.68;72.972;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1103841;2014-11-09 13:57:51:813
0.1915;-0.5363;9.6534;0.0;-88.7;93.8;-79.9;44.38;3.18;-1.14;73.317;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1104341;2014-11-09 13:57:52:313
0.1915;-0.4597;9.6534;0.0;-87.4;93.8;-80.9;43.61;2.94;-1.13;74.735;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1104842;2014-11-09 13:57:52:814
0.1915;-0.4597;9.6917;0.0;-86.2;93.6;-81.7;43.17;2.72;-1.13;64.724;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1105342;2014-11-09 13:57:53:314
0.2298;-0.5363;9.6534;0.0;-86.2;93.6;-81.7;43.29;3.18;-1.36;58.9;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1105842;2014-11-09 13:57:53:814
0.2298;-0.498;9.6917;0.0;-85.8;93.6;-81.7;43.17;2.94;-1.36;63.599;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1106342;2014-11-09 13:57:54:314
0.2298;-0.498;9.6917;0.0;-85.6;93.6;-82.1;43.07;2.73;-1.36;64.353;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1106842;2014-11-09 13:57:54:814
0.2298;-0.498;9.6917;0.0;-85.6;93.4;-82.3;43.49;2.94;-1.36;62.823;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1107342;2014-11-09 13:57:55:314
0.2298;-0.4597;9.6917;0.0;-85.6;93.4;-82.3;43.49;2.94;-1.36;72.322;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1107845;2014-11-09 13:57:55:817
0.2298;-0.4597;9.6917;0.0;-85.6;93.4;-82.3;43.39;2.73;-1.36;60.677;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1108345;2014-11-09 13:57:56:317
0.2298;-0.4597;9.6917;0.0;-85.6;93.4;-82.3;43.38;2.71;-1.36;63.838;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1108845;2014-11-09 13:57:56:817
0.2298;-0.4597;9.6917;0.0;-85.4;93.4;-82.3;43.04;2.71;-1.36;62.898;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1109345;2014-11-09 13:57:57:317
0.2298;-0.4597;9.6534;0.0;-85.4;93.4;-82.3;43.04;2.73;-1.36;68.277;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1109845;2014-11-09 13:57:57:817
0.2298;-0.4597;9.6917;0.0;-85.4;93.4;-82.3;43.04;2.71;-1.36;72.305;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1110345;2014-11-09 13:57:58:317
0.2298;-0.4597;9.6917;0.0;-85.4;93.4;-82.3;43.04;2.71;-1.36;63.417;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1110845;2014-11-09 13:57:58:817
0.2298;-0.4597;9.6917;0.0;-85.4;93.4;-82.3;43.04;2.71;-1.36;73.409;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1111345;2014-11-09 13:57:59:317
0.2298;-0.4597;9.6534;0.0;-85.4;93.4;-82.3;43.04;2.73;-1.36;71.655;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1111845;2014-11-09 13:57:59:817
0.2298;-0.4597;9.6917;0.0;-85.4;93.4;-82.5;43.04;2.71;-1.36;75.438;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1112345;2014-11-09 13:58:00:317
0.2298;-0.4597;9.6534;0.0;-85.4;93.4;-82.5;43.04;2.71;-1.36;75.768;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1112845;2014-11-09 13:58:00:817
0.2298;-0.4597;9.6917;0.0;-85.4;93.4;-82.5;43.04;2.71;-1.36;76.175;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1113345;2014-11-09 13:58:01:317
0.2298;-0.5363;9.6917;0.0;-85.6;93.4;-82.3;43.61;3.18;-1.36;74.464;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1113845;2014-11-09 13:58:01:817
0.2298;-0.498;9.6534;0.0;-85.8;93.4;-81.9;43.5;2.95;-1.36;74.402;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1114345;2014-11-09 13:58:02:317
0.2298;-0.498;9.6917;0.0;-86.0;93.6;-81.5;43.27;2.94;-1.13;73.45;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1114845;2014-11-09 13:58:02:817
0.2298;-0.498;9.6534;0.0;-85.8;93.6;-81.1;43.17;2.95;-1.36;75.92;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1115345;2014-11-09 13:58:03:317
0.2298;-0.498;9.6534;0.0;-85.8;93.6;-81.3;43.17;2.94;-1.36;66.457;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1115845;2014-11-09 13:58:03:817
0.2298;-0.498;9.6917;0.0;-85.6;93.6;-81.5;43.17;2.94;-1.36;72.573;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1116345;2014-11-09 13:58:04:317
0.2298;-0.498;9.6917;0.0;-85.6;93.6;-81.5;43.17;2.94;-1.36;61.197;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1116845;2014-11-09 13:58:04:817
0.1915;-0.498;9.6917;0.0;-85.6;93.6;-81.7;43.17;2.94;-1.36;62.217;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1117346;2014-11-09 13:58:05:318
0.2298;-0.4597;9.6917;0.0;-85.6;93.6;-81.7;43.06;2.71;-1.36;70.536;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1117847;2014-11-09 13:58:05:819
0.2298;-0.4597;9.6917;0.0;-85.6;93.6;-81.7;43.18;2.95;-1.36;57.776;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1118348;2014-11-09 13:58:06:320
0.1915;-0.498;9.6534;0.0;-85.6;93.6;-81.7;43.18;2.95;-1.36;56.563;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1118848;2014-11-09 13:58:06:820
0.1149;-0.6512;9.6917;0.0;-87.7;93.8;-80.6;44.16;3.18;-0.91;58.899;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1119348;2014-11-09 13:58:07:320
0.1149;-0.6129;9.6917;0.0;-88.7;94.0;-79.7;44.91;3.86;-0.68;71.45;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1119848;2014-11-09 13:58:07:820
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-79.1;44.77;3.62;-0.68;72.708;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.7;20.0;3.622;1120348;2014-11-09 13:58:08:320
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-79.1;44.77;3.62;-0.68;75.23;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1120848;2014-11-09 13:58:08:820
0.1149;-0.6129;9.6534;0.0;-89.5;93.8;-79.1;44.78;3.63;-0.68;75.275;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1121348;2014-11-09 13:58:09:320
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-79.1;44.77;3.62;-0.68;70.092;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1121848;2014-11-09 13:58:09:820
0.1149;-0.6129;9.6534;0.0;-89.5;93.8;-78.9;44.78;3.63;-0.68;75.068;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1122349;2014-11-09 13:58:10:321
0.1149;-0.6129;9.6534;0.0;-89.5;93.8;-79.1;44.77;3.62;-0.68;74.985;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1122852;2014-11-09 13:58:10:824
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-79.1;44.77;3.62;-0.68;71.029;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1123352;2014-11-09 13:58:11:324
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-78.9;44.77;3.62;-0.68;73.397;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1123852;2014-11-09 13:58:11:824
0.1149;-0.6129;9.6534;0.0;-89.5;93.8;-78.9;44.78;3.63;-0.68;67.424;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1124353;2014-11-09 13:58:12:325
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-78.9;44.78;3.63;-0.68;74.488;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1124853;2014-11-09 13:58:12:825
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-78.9;44.77;3.62;-0.68;73.368;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1125353;2014-11-09 13:58:13:325
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-78.9;44.77;3.62;-0.68;71.705;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1125853;2014-11-09 13:58:13:825
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-79.1;44.77;3.62;-0.68;70.457;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1126353;2014-11-09 13:58:14:325
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-79.1;44.77;3.62;-0.68;58.962;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1126854;2014-11-09 13:58:14:826
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-78.9;44.77;3.62;-0.68;74.741;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1127354;2014-11-09 13:58:15:326
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-78.9;44.77;3.62;-0.68;73.002;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 1;84.6;19.0;3.606;1127854;2014-11-09 13:58:15:826
0.1149;-0.6129;9.6534;0.0;-89.5;93.8;-79.1;44.77;3.62;-0.68;68.56;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 1;84.6;19.0;3.606;1128354;2014-11-09 13:58:16:326
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-79.3;44.78;3.63;-0.68;74.111;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 1;84.6;19.0;3.606;1128855;2014-11-09 13:58:16:827
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-79.1;44.77;3.62;-0.68;66.897;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 1;84.6;19.0;3.606;1129355;2014-11-09 13:58:17:327
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-78.9;44.77;3.62;-0.68;71.897;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 1;84.6;19.0;3.606;1129855;2014-11-09 13:58:17:827
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-79.1;44.77;3.62;-0.68;73.187;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 1;84.6;19.0;3.606;1130355;2014-11-09 13:58:18:327
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-79.1;44.77;3.62;-0.68;70.718;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 1;84.6;19.0;3.606;1130856;2014-11-09 13:58:18:828
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-79.1;44.77;3.62;-0.68;70.269;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 1;84.6;19.0;3.606;1131357;2014-11-09 13:58:19:329
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-79.1;44.77;3.62;-0.68;74.954;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 1;84.6;19.0;3.606;1131857;2014-11-09 13:58:19:829
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-79.1;44.77;3.62;-0.68;74.561;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 1;84.6;19.0;3.606;1132357;2014-11-09 13:58:20:329
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-79.1;44.77;3.62;-0.68;71.78;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 1;84.6;19.0;3.606;1132858;2014-11-09 13:58:20:830
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-79.1;44.77;3.62;-0.68;71.786;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 1;84.6;19.0;3.606;1133359;2014-11-09 13:58:21:331
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-79.1;44.77;3.62;-0.68;71.119;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 1;84.6;19.0;3.606;1133859;2014-11-09 13:58:21:831
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-79.1;44.77;3.62;-0.68;64.931;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 1;84.6;19.0;3.606;1134363;2014-11-09 13:58:22:335
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-79.1;44.77;3.62;-0.68;65.439;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1134863;2014-11-09 13:58:22:835
0.0766;-0.6129;9.6917;0.0;-89.7;93.8;-79.1;45.19;3.62;-0.45;68.864;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1135364;2014-11-09 13:58:23:336
0.1149;-0.6129;9.6917;0.0;-89.7;93.8;-79.1;45.1;3.62;-0.68;69.538;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1135865;2014-11-09 13:58:23:837
0.1149;-0.6129;9.6917;0.0;-89.7;93.8;-79.1;45.1;3.62;-0.68;72.088;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1136365;2014-11-09 13:58:24:337
0.1149;-0.6129;9.6917;0.0;-89.7;93.8;-79.1;45.1;3.62;-0.68;75.886;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1136866;2014-11-09 13:58:24:838
0.1149;-0.6129;9.6917;0.0;-89.7;93.8;-79.1;45.1;3.62;-0.68;74.131;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1137366;2014-11-09 13:58:25:338
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-79.1;44.77;3.62;-0.68;74.058;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1137866;2014-11-09 13:58:25:838
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-79.1;44.77;3.62;-0.68;66.117;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1138367;2014-11-09 13:58:26:339
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-79.3;44.77;3.62;-0.68;75.234;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1138867;2014-11-09 13:58:26:839
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-78.9;44.77;3.62;-0.68;73.655;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1139367;2014-11-09 13:58:27:339
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-78.9;44.77;3.62;-0.68;72.422;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1139867;2014-11-09 13:58:27:839
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-78.9;44.77;3.62;-0.68;71.679;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1140368;2014-11-09 13:58:28:340
0.1149;-0.6129;9.6534;0.0;-89.5;93.8;-78.9;44.78;3.63;-0.68;68.882;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1140869;2014-11-09 13:58:28:841
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-78.9;44.77;3.62;-0.68;63.385;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1141369;2014-11-09 13:58:29:341
0.1149;-0.6129;9.6917;0.0;-89.5;93.8;-78.9;44.78;3.63;-0.68;73.523;19.519716;-96.91563;4321.14;0.0;25.806452;0 / 2;84.6;19.0;3.606;1141869;2014-11-09 13:58:29:841
