sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.3024;5.1715;8.6957;0.0;40.3;-8.9;-9.0;261.31;-30.46;-8.52;66.416;19.519775;-96.91554;4335.43;0.0;51.612904;12 / 12;85.3;25.0;3.672;160585;2014-11-09 13:42:08:557
0.1532;5.861;7.0868;0.0;40.7;-1.5;-14.9;282.94;-35.46;3.22;71.453;19.519775;-96.91554;4335.43;0.0;51.612904;12 / 12;85.3;25.0;3.672;161086;2014-11-09 13:42:09:058
0.3448;4.6735;7.5465;0.0;40.5;-1.5;-14.6;278.26;-31.74;-2.62;64.329;19.519781;-96.91555;4334.98;0.0;51.612904;12 / 12;85.3;25.0;3.672;161586;2014-11-09 13:42:09:558
-1.3791;6.3973;11.9902;8.4211;40.3;2.5;-15.7;284.19;-23.82;2.56;68.89;19.519781;-96.91555;4334.98;0.0;51.612904;12 / 12;85.3;25.0;3.672;162086;2014-11-09 13:42:10:058
-0.1915;3.9456;8.5042;9.4737;40.0;-1.1;-16.1;278.9;-24.88;1.29;62.677;19.519785;-96.91556;4334.95;0.0;51.612904;12 / 12;85.3;25.0;3.672;162586;2014-11-09 13:42:10:558
-0.2682;3.3327;7.5848;14.0741;38.3;5.5;-16.7;288.42;-22.78;1.53;77.458;19.519785;-96.91556;4334.95;0.0;51.612904;12 / 12;85.3;25.0;3.672;163087;2014-11-09 13:42:11:059
0.1149;3.6392;8.1594;14.2593;31.1;7.6;-19.8;296.03;-24.04;-0.81;71.786;19.519785;-96.91556;4334.95;0.0;51.612904;14 / 14;85.3;25.0;3.672;163588;2014-11-09 13:42:11:560
0.8428;3.6392;8.8107;9.4737;33.8;1.1;-19.9;286.9;-24.87;2.85;69.092;19.519785;-96.91556;4334.95;0.0;51.612904;14 / 14;85.3;25.0;3.672;164089;2014-11-09 13:42:12:061
-1.1492;4.4819;7.1635;9.4737;28.8;6.9;-19.6;306.36;-31.71;9.11;65.854;19.519787;-96.915565;4333.73;1.2;51.612904;14 / 14;85.3;25.0;3.672;164589;2014-11-09 13:42:12:561
-0.0766;4.2521;7.1251;13.8889;35.4;-0.1;-15.8;276.92;-22.78;-7.16;68.426;19.519787;-96.915565;4333.73;1.2;51.612904;14 / 14;85.3;25.0;3.672;165089;2014-11-09 13:42:13:061
0.8045;4.9799;7.3167;9.4737;35.5;-2.6;-14.1;274.76;-34.08;-6.27;72.142;19.519787;-96.915565;4333.73;1.2;51.612904;14 / 14;85.3;25.0;3.672;165589;2014-11-09 13:42:13:561
0.6129;4.367;6.7038;14.0741;37.1;-3.0;-13.2;281.29;-37.61;4.17;66.253;19.519787;-96.915565;4333.73;1.2;51.612904;14 / 14;85.3;25.0;3.672;166090;2014-11-09 13:42:14:062
0.6129;5.2864;9.845;5.2632;37.0;-5.2;-13.2;276.36;-31.84;4.16;73.982;19.519789;-96.91557;4331.98;3.23;25.806452;14 / 14;85.3;25.0;3.672;166590;2014-11-09 13:42:14:562
0.2298;5.4013;7.355;0.0;35.8;-3.1;-17.4;280.79;-34.8;-0.92;70.073;19.519789;-96.91557;4331.98;3.23;25.806452;14 / 14;85.3;25.0;3.672;167091;2014-11-09 13:42:15:063
-0.1915;5.3247;7.0102;0.0;34.9;-6.1;-16.9;279.98;-37.21;1.57;69.206;19.519789;-96.91558;4331.06;2.28;51.612904;14 / 14;85.3;25.0;3.672;167591;2014-11-09 13:42:15:563
0.6512;5.9759;9.347;0.0;34.1;-4.5;-19.4;280.54;-32.12;-1.03;63.541;19.519789;-96.91558;4331.06;2.28;51.612904;14 / 14;85.3;25.0;3.672;168092;2014-11-09 13:42:16:064
0.2682;5.1715;7.5848;0.0;31.6;-2.6;-22.7;286.68;-34.27;-2.02;69.54;19.519789;-96.91559;4330.95;0.0;51.612904;14 / 14;85.3;25.0;3.672;168592;2014-11-09 13:42:16:564
0.6129;3.6392;7.5465;0.0;31.2;-7.1;-22.6;268.4;-18.43;-8.8;69.119;19.519789;-96.91559;4330.95;0.0;51.612904;14 / 14;85.3;25.0;3.672;169092;2014-11-09 13:42:17:064
1.5706;4.865;9.232;0.0;32.2;-17.5;-15.9;253.27;-27.45;-9.66;69.642;19.519789;-96.91561;4330.84;0.0;51.612904;14 / 14;85.3;25.0;3.672;169592;2014-11-09 13:42:17:564
1.7238;4.6352;10.8793;0.0;29.9;-24.0;-11.5;241.42;-30.16;-6.25;70.335;19.519789;-96.91561;4330.84;0.0;51.612904;14 / 14;85.3;25.0;3.672;170093;2014-11-09 13:42:18:065
0.3065;3.371;8.3127;0.0;17.2;-24.6;-12.0;220.47;-15.65;-6.37;66.49;19.519789;-96.91562;4329.77;0.0;25.806452;14 / 14;85.3;25.0;3.672;170594;2014-11-09 13:42:18:566
0.8428;3.6392;6.3973;0.0;15.1;-26.6;-8.3;214.54;-20.06;-12.9;69.599;19.519789;-96.91562;4329.77;0.0;25.806452;14 / 14;85.3;25.0;3.672;171094;2014-11-09 13:42:19:066
0.4214;4.865;11.3772;6.3158;16.0;-27.0;-8.6;215.29;-16.92;-4.96;69.018;19.519789;-96.91562;4329.77;0.0;25.806452;16 / 16;85.3;25.0;3.672;171595;2014-11-09 13:42:19:567
0.4597;3.8307;7.8147;4.2105;15.9;-29.2;-6.4;212.88;-21.32;-1.53;69.142;19.519789;-96.91562;4329.77;0.0;25.806452;16 / 16;85.3;25.0;3.672;172096;2014-11-09 13:42:20:068
2.5666;4.367;6.9719;4.7368;13.0;-30.8;-2.5;204.68;-30.45;-20.21;70.417;19.519789;-96.915634;4329.56;0.0;51.612904;15 / 15;85.3;25.0;3.672;172596;2014-11-09 13:42:20:568
1.0343;2.7581;6.6655;8.9474;14.2;-30.5;-3.6;209.34;-27.16;-4.94;68.851;19.519789;-96.915634;4329.56;0.0;51.612904;15 / 15;85.3;25.0;3.672;173097;2014-11-09 13:42:21:069
1.0343;3.0646;8.2361;14.6296;20.6;-27.7;-8.2;221.79;-20.26;-7.16;66.3;19.519789;-96.915634;4329.56;0.0;51.612904;15 / 15;85.3;25.0;3.672;173597;2014-11-09 13:42:21:569
-0.2298;6.0908;12.6797;14.8148;19.9;-27.6;-3.6;216.31;-23.32;-22.29;69.691;19.519789;-96.915634;4329.56;0.0;51.612904;15 / 15;85.3;25.0;3.672;174098;2014-11-09 13:42:22:070
0.5363;3.9456;7.7381;8.9474;23.0;-27.1;1.6;221.6;-26.96;-3.96;71.097;19.51978;-96.915634;4329.34;0.0;51.612904;15 / 15;85.3;25.0;3.672;174598;2014-11-09 13:42:22:570
0.996;2.988;6.2058;8.4211;22.2;-30.1;6.6;213.15;-25.43;-9.12;68.42;19.51978;-96.915634;4329.34;0.0;51.612904;15 / 15;85.3;25.0;3.672;175098;2014-11-09 13:42:23:070
1.6472;2.4134;6.3207;5.2632;27.7;-28.4;6.9;219.2;-20.28;-14.61;69.365;19.51978;-96.915634;4329.34;0.0;51.612904;15 / 15;85.3;25.0;3.672;175598;2014-11-09 13:42:23:570
0.8045;4.0606;7.3933;4.7368;30.5;-25.2;5.3;225.66;-37.03;-15.58;65.736;19.51978;-96.915634;4329.34;0.0;51.612904;15 / 15;85.3;25.0;3.672;176098;2014-11-09 13:42:24:070
1.8004;8.0062;10.9942;6.3158;27.0;-25.7;5.1;224.23;-35.7;-9.3;68.625;19.519773;-96.91564;4329.15;0.0;51.612904;15 / 15;85.3;25.0;3.672;176598;2014-11-09 13:42:24:570
1.5706;6.7421;10.9176;0.0;28.1;-26.3;3.3;227.85;-32.38;-5.43;73.542;19.519773;-96.91564;4329.15;0.0;51.612904;15 / 15;85.3;25.0;3.672;177098;2014-11-09 13:42:25:070
0.996;4.7118;7.2018;0.0;26.5;-26.0;3.5;225.23;-32.95;-7.87;70.08;19.519773;-96.91564;4329.15;0.0;51.612904;15 / 15;85.3;25.0;3.672;177598;2014-11-09 13:42:25:570
-0.996;4.367;6.3207;0.0;27.0;-25.8;4.5;226.02;-28.41;-2.53;70.047;19.519773;-96.91564;4329.15;0.0;51.612904;15 / 15;85.3;25.0;3.672;178099;2014-11-09 13:42:26:071
2.1452;4.8267;10.4196;0.0;23.9;-24.9;0.0;223.51;-24.4;-11.63;67.092;19.519773;-96.91564;4329.15;0.0;51.612904;15 / 15;85.3;25.0;3.672;178601;2014-11-09 13:42:26:573
1.4174;6.6272;12.3349;0.0;21.7;-26.0;3.8;217.89;-35.36;-13.17;72.46;19.519773;-96.91564;4329.15;0.0;51.612904;15 / 15;85.3;25.0;3.672;179102;2014-11-09 13:42:27:074
0.4597;5.1715;10.9942;0.0;21.8;-26.3;2.0;224.88;-27.26;11.14;68.301;19.519773;-96.91564;4329.15;0.0;51.612904;15 / 15;85.3;25.0;3.672;179603;2014-11-09 13:42:27:575
1.3408;3.869;7.4316;0.0;9.3;-26.1;1.8;200.82;-27.11;2.47;65.415;19.519773;-96.91564;4329.15;0.0;51.612904;15 / 15;85.3;25.0;3.672;180103;2014-11-09 13:42:28:075
-1.2258;3.6009;8.2361;6.8421;6.9;-25.9;2.5;195.96;-25.15;1.43;72.21;19.519768;-96.91564;4328.78;0.0;51.612904;15 / 15;85.3;25.0;3.672;180603;2014-11-09 13:42:28:575
0.5746;4.2138;9.9982;8.9474;1.9;-25.6;3.6;184.45;-24.73;-0.48;69.298;19.519768;-96.91564;4328.78;0.0;51.612904;15 / 15;85.3;25.0;3.672;181103;2014-11-09 13:42:29:075
0.7278;4.2904;8.6191;14.2593;-8.8;-15.1;0.3;145.87;-26.91;-1.45;63.796;19.519768;-96.91564;4328.78;0.0;51.612904;15 / 15;85.3;25.0;3.672;181603;2014-11-09 13:42:29:575
0.9577;4.5203;10.2663;31.3636;-9.3;-12.6;-0.9;140.63;-27.03;-3.56;62.071;19.519768;-96.91564;4328.78;0.0;51.612904;15 / 15;85.3;25.0;3.672;182103;2014-11-09 13:42:30:075
1.5323;4.1372;9.9982;34.0909;-9.5;-12.6;-1.5;141.87;-22.25;-8.71;72.719;19.519768;-96.91564;4328.78;0.0;51.612904;15 / 15;85.3;25.0;3.672;182604;2014-11-09 13:42:30:576
-0.0766;4.9416;7.2018;36.8182;0.2;-22.2;1.6;178.27;-28.18;-17.87;67.89;19.519768;-96.91564;4328.78;0.0;51.612904;15 / 15;85.3;25.0;3.672;183105;2014-11-09 13:42:31:077
0.4214;3.984;7.0485;43.9091;1.5;-23.5;4.4;184.56;-29.43;-3.42;61.696;19.519768;-96.91565;4328.55;0.0;38.709675;15 / 15;85.3;25.0;3.672;183605;2014-11-09 13:42:31:577
3.0646;4.7501;6.3207;46.0909;2.9;-24.7;10.4;180.1;-38.66;-16.45;63.903;19.519768;-96.91565;4328.55;0.0;38.709675;15 / 15;85.3;25.0;3.672;184105;2014-11-09 13:42:32:077
2.4134;6.359;8.734;371.4286;3.9;-26.0;8.3;183.75;-35.06;-15.45;69.5;19.519764;-96.91564;4328.55;0.0;51.612904;16 / 16;85.3;25.0;3.672;184605;2014-11-09 13:42:32:577
3.1029;6.857;7.0102;141.4773;1.6;-25.8;9.8;177.15;-34.29;-18.93;66.268;19.519764;-96.91564;4328.55;0.0;51.612904;16 / 16;85.3;25.0;3.672;185105;2014-11-09 13:42:33:077
2.6432;4.9799;5.5545;316.6667;3.1;-25.4;11.5;174.83;-38.99;-25.45;65.85;19.519753;-96.915634;4328.96;1.82;25.806452;16 / 16;85.3;25.0;3.672;185605;2014-11-09 13:42:33:577
2.49;5.5545;7.8147;355.9524;3.2;-26.6;12.9;175.3;-45.1;-23.05;75.403;19.519753;-96.915634;4328.96;1.82;25.806452;16 / 16;85.3;25.0;3.672;186105;2014-11-09 13:42:34:077
-0.6129;5.4013;8.3893;453.5715;6.2;-27.7;6.6;193.48;-32.71;4.18;74.951;19.519745;-96.915634;4329.01;0.0;25.806452;16 / 16;85.3;25.0;3.672;186605;2014-11-09 13:42:34:577
-0.1915;5.1715;7.8147;602.381;9.4;-27.7;3.3;199.4;-32.93;-1.75;74.891;19.519745;-96.915634;4329.01;0.0;25.806452;16 / 16;85.3;25.0;3.672;187106;2014-11-09 13:42:35:078
1.0726;4.9033;6.5888;497.6191;6.6;-28.3;7.6;191.39;-36.3;-9.25;73.713;19.519735;-96.915634;4329.65;1.43;25.806452;16 / 16;85.3;25.0;3.672;187606;2014-11-09 13:42:35:578
3.1795;5.1715;7.7381;146.5909;6.5;-28.9;7.9;189.79;-37.27;-13.33;72.456;19.519735;-96.915634;4329.65;1.43;25.806452;16 / 16;85.3;25.0;3.672;188106;2014-11-09 13:42:36:078
0.9577;6.8187;8.5042;462.5;8.2;-29.3;7.2;192.96;-36.15;-10.94;63.392;19.519724;-96.91563;4330.11;1.45;38.709675;16 / 16;85.3;25.0;3.672;188607;2014-11-09 13:42:36:579
0.3448;5.1332;7.3167;822.0238;5.7;-29.1;6.5;190.47;-35.4;-6.38;62.335;19.519724;-96.91563;4330.11;1.45;38.709675;16 / 16;85.3;25.0;3.672;189107;2014-11-09 13:42:37:079
1.2641;5.6695;6.8953;869.643;4.1;-27.7;6.0;183.28;-30.34;-20.98;62.63;19.519716;-96.91563;4330.13;0.0;38.709675;16 / 16;85.3;25.0;3.672;189607;2014-11-09 13:42:37:579
2.6815;7.2401;7.6614;558.9286;-8.9;-18.3;8.4;149.84;-40.89;-10.33;69.063;19.519716;-96.91563;4330.13;0.0;38.709675;16 / 16;85.3;25.0;3.672;190107;2014-11-09 13:42:38:079
3.0263;9.0788;3.6392;116.5909;-13.2;-13.0;17.0;108.35;-66.51;-47.09;61.803;19.519705;-96.91562;4330.22;2.18;38.709675;16 / 16;85.3;25.0;3.672;190613;2014-11-09 13:42:38:585
3.7158;6.359;4.8267;477.9762;-12.9;-13.2;16.6;122.38;-37.83;-39.59;65.957;19.519705;-96.91562;4330.22;2.18;38.709675;16 / 16;85.3;25.0;3.672;191113;2014-11-09 13:42:39:085
2.6049;6.7038;6.5122;543.4524;-12.0;-12.4;14.4;131.73;-43.7;-21.8;65.239;19.519691;-96.91562;4330.36;0.0;51.612904;16 / 16;85.3;25.0;3.672;191613;2014-11-09 13:42:39:585
3.5243;7.7764;3.2178;128.8636;-12.2;-8.9;16.2;106.56;-51.63;-51.82;66.11;19.519691;-96.91562;4330.36;0.0;51.612904;16 / 16;85.3;25.0;3.672;192113;2014-11-09 13:42:40:085
5.0949;5.4013;5.8227;567.2619;-14.6;-3.3;4.7;85.92;-34.92;-41.19;69.049;19.519691;-96.91562;4330.36;0.0;51.612904;16 / 16;85.3;25.0;3.672;192613;2014-11-09 13:42:40:585
3.371;5.2481;7.2401;555.9524;-15.3;1.7;-3.8;66.31;-36.24;-13.54;69.834;19.519691;-96.91562;4330.36;0.0;51.612904;16 / 16;85.3;25.0;3.672;193114;2014-11-09 13:42:41:086
2.2984;2.7198;7.6998;503.5715;-14.3;4.4;-5.3;61.13;-18.7;-16.62;63.706;19.519678;-96.91562;4331.21;1.44;25.806452;16 / 16;85.3;25.0;3.672;193614;2014-11-09 13:42:41:586
4.5586;3.869;8.9256;570.8334;-8.6;9.1;-12.9;10.02;-23.04;-25.44;66.954;19.519678;-96.91562;4331.21;1.44;25.806452;16 / 16;85.3;25.0;3.672;194114;2014-11-09 13:42:42:086
0.3831;-0.0766;6.6272;1468.5714;7.8;31.9;-16.4;339.45;-17.9;-19.35;68.571;19.519669;-96.91562;4331.88;1.28;25.806452;16 / 16;85.3;25.0;3.672;194615;2014-11-09 13:42:42:587
1.6855;-1.6089;9.3853;1432.619;11.6;38.6;-11.2;337.38;8.64;-28.93;72.76;19.519669;-96.91562;4331.88;1.28;25.806452;16 / 16;85.3;25.0;3.672;195115;2014-11-09 13:42:43:087
2.5666;-5.6695;7.8913;538.0952;18.5;44.9;-1.6;335.48;23.04;-9.18;73.728;19.519653;-96.91561;4332.35;1.53;25.806452;16 / 16;85.3;25.0;3.672;195615;2014-11-09 13:42:43:587
2.5283;-6.5888;8.5808;1358.0952;19.8;46.3;0.5;331.73;50.57;-18.16;73.2;19.519653;-96.91561;4332.35;1.53;25.806452;16 / 16;85.3;25.0;3.672;196115;2014-11-09 13:42:44:087
0.2298;-7.1251;5.6695;1377.381;19.9;47.1;14.0;334.58;51.47;-2.32;73.07;19.519642;-96.91561;4333.04;0.0;25.806452;16 / 16;85.3;25.0;3.672;196615;2014-11-09 13:42:44:587
0.7278;-8.4659;5.5545;902.381;19.5;47.4;19.6;343.3;57.96;-15.89;71.163;19.519642;-96.91561;4333.04;0.0;25.806452;16 / 16;85.3;25.0;3.672;197116;2014-11-09 13:42:45:088
-0.3448;-9.0788;3.371;704.7619;20.4;46.8;23.7;328.81;69.53;5.84;67.186;19.519636;-96.91561;4333.08;0.0;19.35484;16 / 16;85.3;25.0;3.672;197616;2014-11-09 13:42:45:588
2.7581;-0.1915;9.73;1464.762;-26.2;26.0;-19.6;44.18;1.86;-3.94;69.151;19.519636;-96.91561;4333.08;0.0;19.35484;16 / 16;85.3;25.0;3.672;198116;2014-11-09 13:42:46:088
3.4093;2.0686;9.2703;670.2381;-33.9;-3.1;-23.6;80.19;-11.83;-20.19;72.161;19.519636;-96.91561;4333.08;0.0;19.35484;16 / 16;85.3;25.0;3.672;198616;2014-11-09 13:42:46:588
6.0908;1.8004;6.5888;1392.381;-36.2;-14.6;-9.5;113.81;-4.88;-23.23;65.409;19.519636;-96.91561;4333.08;0.0;19.35484;16 / 16;85.3;25.0;3.672;199116;2014-11-09 13:42:47:088
4.6735;4.7884;6.3973;1401.9048;-29.8;-26.9;-3.0;119.49;-31.15;-36.15;67.462;19.519625;-96.91561;4333.16;0.0;25.806452;15 / 15;85.3;25.0;3.672;199616;2014-11-09 13:42:47:588
1.6855;9.845;1.3024;423.8095;-13.7;-30.4;19.4;120.33;-62.21;-54.11;68.957;19.519625;-96.91561;4333.16;0.0;25.806452;15 / 15;85.3;25.0;3.672;200116;2014-11-09 13:42:48:088
1.9154;8.734;2.6815;397.0238;0.9;-33.6;19.8;158.73;-69.33;-35.54;64.183;19.519613;-96.9156;4333.61;0.0;38.709675;16 / 16;85.3;25.0;3.672;200617;2014-11-09 13:42:48:589
0.8045;9.9599;2.873;353.5714;1.1;-33.4;21.1;170.39;-83.25;-14.04;70.469;19.519613;-96.9156;4333.61;0.0;38.709675;16 / 16;85.3;25.0;3.672;201117;2014-11-09 13:42:49:089
-1.2641;9.3853;5.0949;878.5714;2.3;-35.9;13.1;190.21;-60.78;13.93;67.658;19.519604;-96.9156;4333.97;0.0;51.612904;16 / 16;85.3;25.0;3.672;201617;2014-11-09 13:42:49:589
-0.2298;6.8953;5.4013;1367.619;2.4;-36.7;7.5;182.09;-54.24;-6.86;67.142;19.519604;-96.9156;4333.97;0.0;51.612904;16 / 16;85.3;25.0;3.672;202117;2014-11-09 13:42:50:089
0.3831;8.6574;5.5162;1377.1428;-3.7;-37.6;14.3;171.19;-57.43;-3.97;52.374;19.519604;-96.9156;4333.97;0.0;51.612904;16 / 16;85.3;25.0;3.672;202617;2014-11-09 13:42:50:589
0.7661;10.2663;2.0303;490.4762;-0.7;-33.6;24.2;160.62;-75.49;-23.2;50.976;19.519604;-96.9156;4333.97;0.0;51.612904;16 / 16;85.3;25.0;3.672;203117;2014-11-09 13:42:51:089
1.3408;9.3087;0.2682;426.1905;7.6;-31.1;24.7;126.72;-81.64;-78.69;47.375;19.519602;-96.91561;4334.97;0.0;25.806452;16 / 16;85.3;25.0;3.672;203617;2014-11-09 13:42:51:589
0.4597;9.0405;-0.1532;332.1429;7.3;-29.6;25.8;141.75;-85.54;-56.31;50.742;19.519602;-96.91561;4334.97;0.0;25.806452;16 / 16;85.3;25.0;3.672;204117;2014-11-09 13:42:52:089
0.5746;9.4236;-0.4214;350.5953;8.4;-28.1;27.0;74.45;-85.68;-126.25;44.852;19.519596;-96.91561;4335.61;1.47;38.709675;16 / 16;85.3;25.0;3.672;204617;2014-11-09 13:42:52:589
0.7278;9.347;-0.5363;329.7619;9.2;-27.7;27.0;78.99;-84.33;-124.99;47.573;19.519596;-96.91561;4335.61;1.47;38.709675;16 / 16;85.3;25.0;3.672;205117;2014-11-09 13:42:53:089
0.7278;9.4236;-0.4214;350.5953;9.6;-27.7;26.6;85.24;-84.9;-120.07;47.184;19.519596;-96.91561;4335.61;1.47;38.709675;16 / 16;85.3;25.0;3.672;205617;2014-11-09 13:42:53:589
0.2298;9.1171;-0.1915;381.5476;9.4;-27.9;26.4;17.13;-86.06;176.82;49.637;19.519596;-96.91561;4335.61;1.47;38.709675;16 / 16;85.3;25.0;3.672;206117;2014-11-09 13:42:54:089
0.6895;9.1937;-0.498;342.2619;9.2;-28.3;25.8;78.6;-84.71;-125.84;44.992;19.519592;-96.91562;4335.8;0.0;19.35484;16 / 16;85.3;25.0;3.672;206617;2014-11-09 13:42:54:589
0.3448;9.3853;-0.996;355.9524;9.2;-28.3;26.2;89.96;-85.27;-113.96;45.539;19.519592;-96.91562;4335.8;0.0;19.35484;16 / 16;85.3;25.0;3.672;207117;2014-11-09 13:42:55:089
0.3448;9.4236;-0.5746;305.3572;10.1;-27.7;26.8;55.84;-85.06;-148.57;55.817;19.519592;-96.91562;4335.8;0.0;19.35484;16 / 16;85.3;25.0;3.672;207617;2014-11-09 13:42:55:589
0.2298;9.4236;-0.6512;292.8572;10.5;-27.1;27.2;39.11;-85.19;-165.96;44.63;19.519592;-96.91562;4335.8;0.0;19.35484;16 / 16;85.3;25.0;3.672;208117;2014-11-09 13:42:56:089
0.3065;9.3853;-0.6512;303.5714;10.9;-26.5;27.2;49.32;-85.42;-156.04;42.74;19.519592;-96.91562;4335.8;0.0;19.35484;16 / 16;85.3;25.0;3.672;208617;2014-11-09 13:42:56:589
0.2682;9.4236;-0.8428;300.5953;11.1;-26.5;27.2;46.52;-84.78;-159.15;42.823;19.519592;-96.91562;4335.8;0.0;19.35484;16 / 16;85.3;25.0;3.672;209117;2014-11-09 13:42:57:089
0.3831;9.347;-0.5746;305.9524;10.2;-26.5;27.0;57.27;-85.81;-146.31;42.685;19.519592;-96.91562;4335.8;0.0;19.35484;16 / 16;85.3;25.0;3.672;209617;2014-11-09 13:42:57:589
0.3065;9.3087;-0.5746;308.3333;10.0;-26.7;27.2;55.81;-85.61;-147.99;60.33;19.519592;-96.91562;4335.8;0.0;19.35484;16 / 16;85.3;25.0;3.672;210117;2014-11-09 13:42:58:089
0.4214;9.4619;-0.7661;319.0476;10.2;-27.1;27.2;62.02;-85.81;-141.84;43.439;19.519592;-96.91562;4335.8;0.0;19.35484;16 / 16;85.3;25.0;3.672;210617;2014-11-09 13:42:58:589
0.5746;9.3087;-0.5363;326.7857;10.4;-27.3;26.8;54.54;-84.34;-150.25;42.331;19.519592;-96.91562;4335.8;0.0;19.35484;16 / 16;85.3;25.0;3.672;211118;2014-11-09 13:42:59:090
0.3065;9.4236;-0.3831;363.0953;11.2;-27.5;26.0;64.19;-87.02;-141.34;41.474;19.519592;-96.91562;4335.8;0.0;19.35484;15 / 15;85.3;25.0;3.672;211618;2014-11-09 13:42:59:590
0.5746;9.4236;-0.498;363.6905;12.0;-27.7;25.2;81.91;-86.19;-127.57;41.213;19.519592;-96.91562;4335.8;0.0;19.35484;15 / 15;85.3;25.0;3.672;212118;2014-11-09 13:43:00:090
0.498;9.3853;-0.498;350.5953;12.6;-27.9;24.6;76.67;-85.71;-135.0;44.318;19.519596;-96.91562;4339.62;0.0;38.709675;15 / 15;85.3;25.0;3.672;212620;2014-11-09 13:43:00:592
0.5363;9.3853;-0.4214;352.9762;11.9;-27.9;24.4;80.46;-85.37;-130.91;41.366;19.519596;-96.91562;4339.62;0.0;38.709675;15 / 15;85.3;25.0;3.672;213120;2014-11-09 13:43:01:092
0.6512;9.4236;-0.498;355.3572;11.9;-27.9;24.4;84.36;-85.03;-127.41;41.328;19.519596;-96.91562;4339.62;0.0;38.709675;15 / 15;85.3;25.0;3.672;213620;2014-11-09 13:43:01:592
0.6512;9.4236;-0.4597;352.381;12.5;-27.9;24.6;83.17;-85.19;-129.09;41.66;19.519596;-96.91562;4339.62;0.0;38.709675;15 / 15;85.3;25.0;3.672;214120;2014-11-09 13:43:02:092
0.1915;9.1937;-0.3831;358.3333;12.1;-27.9;24.4;84.6;-85.31;-126.87;42.099;19.519596;-96.91562;4339.62;0.0;38.709675;15 / 15;85.3;25.0;3.672;214621;2014-11-09 13:43:02:593
3.0646;9.5768;1.3791;582.1428;-1.2;-30.9;24.4;158.47;-82.61;-22.48;43.126;19.519596;-96.91562;4339.62;0.0;38.709675;15 / 15;85.3;25.0;3.672;215121;2014-11-09 13:43:03:093
6.1675;7.5082;1.1492;420.8334;-26.1;-21.1;24.8;84.87;-50.12;-79.44;42.872;19.519585;-96.91561;4340.55;0.0;38.709675;15 / 15;85.3;25.0;3.672;215622;2014-11-09 13:43:03:594
4.9033;8.1211;0.498;476.1905;-25.1;-22.2;25.7;76.73;-53.95;-87.61;42.07;19.519585;-96.91561;4340.55;0.0;38.709675;15 / 15;85.3;25.0;3.672;216122;2014-11-09 13:43:04:094
1.992;9.5002;2.0303;472.6191;-15.4;-30.5;23.7;118.52;-73.33;-44.45;42.657;19.51958;-96.91562;4340.77;0.0;38.709675;15 / 15;85.3;25.0;3.672;216622;2014-11-09 13:43:04:594
1.8004;8.351;3.1029;476.1905;-11.7;-32.3;21.3;143.01;-68.05;-22.97;47.312;19.51958;-96.91562;4340.77;0.0;38.709675;15 / 15;85.3;25.0;3.672;217122;2014-11-09 13:43:05:094
2.4517;9.0405;2.6432;467.8572;-11.7;-32.5;20.6;128.83;-68.26;-42.85;61.549;19.51958;-96.91562;4340.77;0.0;38.709675;15 / 15;85.3;25.0;3.672;217622;2014-11-09 13:43:05:594
2.4134;9.2703;1.2641;363.6905;-9.2;-31.9;25.1;117.26;-75.26;-58.39;42.853;19.51958;-96.91562;4340.77;0.0;38.709675;15 / 15;85.3;25.0;3.672;218122;2014-11-09 13:43:06:094
0.8428;7.9679;0.2298;358.3333;-6.4;-30.4;25.7;99.19;-83.74;-74.75;42.693;19.51958;-96.91562;4340.77;0.0;38.709675;15 / 15;85.3;25.0;3.672;218622;2014-11-09 13:43:06:594
-1.6089;10.5345;3.1412;326.1905;-6.7;-31.6;21.8;178.43;-66.31;15.33;58.487;19.51958;-96.91562;4340.77;0.0;38.709675;15 / 15;85.3;25.0;3.672;219122;2014-11-09 13:43:07:094
1.7238;9.6151;1.7238;391.6667;-15.6;-31.1;22.4;113.59;-75.77;-45.0;51.924;19.519575;-96.91562;4341.07;0.0;25.806452;15 / 15;85.3;25.0;3.672;219622;2014-11-09 13:43:07:594
-0.4597;9.0788;2.9113;293.4524;-24.0;-31.0;8.8;109.7;-72.17;-21.29;73.176;19.519575;-96.91562;4341.07;0.0;25.806452;15 / 15;85.3;25.0;3.672;220122;2014-11-09 13:43:08:094
-3.869;6.9336;3.2178;129.8864;-8.6;-36.9;7.3;179.31;-54.03;50.25;63.253;19.519575;-96.91562;4341.07;0.0;25.806452;15 / 15;85.3;25.0;3.672;220622;2014-11-09 13:43:08:594
-5.2864;7.1251;3.1029;345.8333;-1.4;-36.7;12.3;198.23;-45.69;61.5;66.541;19.519575;-96.91562;4341.07;0.0;25.806452;15 / 15;85.3;25.0;3.672;221122;2014-11-09 13:43:09:094
